bikecountdata/14th,14th,extrapolated bike counter,date,00:00-00:15,,,,,,,,,,,,,,,,,0.471014,0.471014,0.471014,0.471014
bikecountdata/14th,14th,extrapolated bike counter,date,00:15-00:30,,,,,,,,,,,,,,,,,0.389234,0.389234,0.389234,0.389234
bikecountdata/14th,14th,extrapolated bike counter,date,00:30-00:45,,,,,,,,,,,,,,,,,0.335404,0.335404,0.335404,0.335404
bikecountdata/14th,14th,extrapolated bike counter,date,00:45-01:00,,,,,,,,,,,,,,,,,0.292961,0.292961,0.292961,0.292961
bikecountdata/14th,14th,extrapolated bike counter,date,01:00-01:15,,,,,,,,,,,,,,,,,0.248447,0.248447,0.248447,0.248447
bikecountdata/14th,14th,extrapolated bike counter,date,01:15-01:30,,,,,,,,,,,,,,,,,0.234990,0.234990,0.234990,0.234990
bikecountdata/14th,14th,extrapolated bike counter,date,01:30-01:45,,,,,,,,,,,,,,,,,0.189441,0.189441,0.189441,0.189441
bikecountdata/14th,14th,extrapolated bike counter,date,01:45-02:00,,,,,,,,,,,,,,,,,0.220497,0.220497,0.220497,0.220497
bikecountdata/14th,14th,extrapolated bike counter,date,02:00-02:15,,,,,,,,,,,,,,,,,0.161491,0.161491,0.161491,0.161491
bikecountdata/14th,14th,extrapolated bike counter,date,02:15-02:30,,,,,,,,,,,,,,,,,0.159420,0.159420,0.159420,0.159420
bikecountdata/14th,14th,extrapolated bike counter,date,02:30-02:45,,,,,,,,,,,,,,,,,0.141822,0.141822,0.141822,0.141822
bikecountdata/14th,14th,extrapolated bike counter,date,02:45-03:00,,,,,,,,,,,,,,,,,0.122153,0.122153,0.122153,0.122153
bikecountdata/14th,14th,extrapolated bike counter,date,03:00-03:15,,,,,,,,,,,,,,,,,0.095238,0.095238,0.095238,0.095238
bikecountdata/14th,14th,extrapolated bike counter,date,03:15-03:30,,,,,,,,,,,,,,,,,0.076605,0.076605,0.076605,0.076605
bikecountdata/14th,14th,extrapolated bike counter,date,03:30-03:45,,,,,,,,,,,,,,,,,0.119048,0.119048,0.119048,0.119048
bikecountdata/14th,14th,extrapolated bike counter,date,03:45-04:00,,,,,,,,,,,,,,,,,0.085921,0.085921,0.085921,0.085921
bikecountdata/14th,14th,extrapolated bike counter,date,04:00-04:15,,,,,,,,,,,,,,,,,0.083851,0.083851,0.083851,0.083851
bikecountdata/14th,14th,extrapolated bike counter,date,04:15-04:30,,,,,,,,,,,,,,,,,0.141822,0.141822,0.141822,0.141822
bikecountdata/14th,14th,extrapolated bike counter,date,04:30-04:45,,,,,,,,,,,,,,,,,0.201863,0.201863,0.201863,0.201863
bikecountdata/14th,14th,extrapolated bike counter,date,04:45-05:00,,,,,,,,,,,,,,,,,0.257764,0.257764,0.257764,0.257764
bikecountdata/14th,14th,extrapolated bike counter,date,05:00-05:15,,,,,,,,,,,,,,,,,0.342650,0.342650,0.342650,0.342650
bikecountdata/14th,14th,extrapolated bike counter,date,05:15-05:30,,,,,,,,,,,,,,,,,0.604555,0.604555,0.604555,0.604555
bikecountdata/14th,14th,extrapolated bike counter,date,05:30-05:45,,,,,,,,,,,,,,,,,0.838509,0.838509,0.838509,0.838509
bikecountdata/14th,14th,extrapolated bike counter,date,05:45-06:00,,,,,,,,,,,,,,,,,1.038302,1.038302,1.038302,1.038302
bikecountdata/14th,14th,extrapolated bike counter,date,06:00-06:15,,,,,,,,,,,,,,,,,1.575569,1.575569,1.575569,1.575569
bikecountdata/14th,14th,extrapolated bike counter,date,06:15-06:30,,,,,,,,,,,,,,,,,2.172878,2.172878,2.172878,2.172878
bikecountdata/14th,14th,extrapolated bike counter,date,06:30-06:45,,,,,,,,,,,,,,,,,2.874741,2.874741,2.874741,2.874741
bikecountdata/14th,14th,extrapolated bike counter,date,06:45-07:00,,,,,,,,,,,,,,,,,3.926501,3.926501,3.926501,3.926501
bikecountdata/14th,14th,extrapolated bike counter,date,07:00-07:15,,,,,,,,,,,,,,,,,5.152174,5.152174,5.152174,5.152174
bikecountdata/14th,14th,extrapolated bike counter,date,07:15-07:30,,,,,,,,,,,,,,,,,6.582816,6.582816,6.582816,6.582816
bikecountdata/14th,14th,extrapolated bike counter,date,07:30-07:45,,,,,,,,,,,,,,,,,8.133540,8.133540,8.133540,8.133540
bikecountdata/14th,14th,extrapolated bike counter,date,07:45-08:00,,,,,,,,,,,,,,,,,9.834369,9.834369,9.834369,9.834369
bikecountdata/14th,14th,extrapolated bike counter,date,08:00-08:15,,,,,,,,,,,,,,,,,11.577640,11.577640,11.577640,11.577640
bikecountdata/14th,14th,extrapolated bike counter,date,08:15-08:30,,,,,,,,,,,,,,,,,12.712215,12.712215,12.712215,12.712215
bikecountdata/14th,14th,extrapolated bike counter,date,08:30-08:45,,,,,,,,,,,,,,,,,13.043478,13.043478,13.043478,13.043478
bikecountdata/14th,14th,extrapolated bike counter,date,08:45-09:00,,,,,,,,,,,,,,,,,12.669772,12.669772,12.669772,12.669772
bikecountdata/14th,14th,extrapolated bike counter,date,09:00-09:15,,,,,,,,,,,,,,,,,11.149068,11.149068,11.149068,11.149068
bikecountdata/14th,14th,extrapolated bike counter,date,09:15-09:30,,,,,,,,,,,,,,,,,9.488613,9.488613,9.488613,9.488613
bikecountdata/14th,14th,extrapolated bike counter,date,09:30-09:45,,,,,,,,,,,,,,,,,8.498965,8.498965,8.498965,8.498965
bikecountdata/14th,14th,extrapolated bike counter,date,09:45-10:00,,,,,,,,,,,,,,,,,6.967909,6.967909,6.967909,6.967909
bikecountdata/14th,14th,extrapolated bike counter,date,10:00-10:15,,,,,,,,,,,,,,,,,5.813665,5.813665,5.813665,5.813665
bikecountdata/14th,14th,extrapolated bike counter,date,10:15-10:30,,,,,,,,,,,,,,,,,4.862319,4.862319,4.862319,4.862319
bikecountdata/14th,14th,extrapolated bike counter,date,10:30-10:45,,,,,,,,,,,,,,,,,4.306418,4.306418,4.306418,4.306418
bikecountdata/14th,14th,extrapolated bike counter,date,10:45-11:00,,,,,,,,,,,,,,,,,3.930642,3.930642,3.930642,3.930642
bikecountdata/14th,14th,extrapolated bike counter,date,11:00-11:15,,,,,,,,,,,,,,,,,3.600414,3.600414,3.600414,3.600414
bikecountdata/14th,14th,extrapolated bike counter,date,11:15-11:30,,,,,,,,,,,,,,,,,3.535197,3.535197,3.535197,3.535197
bikecountdata/14th,14th,extrapolated bike counter,date,11:30-11:45,,,,,,,,,,,,,,,,,3.545549,3.545549,3.545549,3.545549
bikecountdata/14th,14th,extrapolated bike counter,date,11:45-12:00,,,,,,,,,,,,,,,,,3.432712,3.432712,3.432712,3.432712
bikecountdata/14th,14th,extrapolated bike counter,date,12:00-12:15,,,,,,,,,,,,,,,,,3.476190,3.476190,3.476190,3.476190
bikecountdata/14th,14th,extrapolated bike counter,date,12:15-12:30,,,,,,,,,,,,,,,,,3.443064,3.443064,3.443064,3.443064
bikecountdata/14th,14th,extrapolated bike counter,date,12:30-12:45,,,,,,,,,,,,,,,,,3.383023,3.383023,3.383023,3.383023
bikecountdata/14th,14th,extrapolated bike counter,date,12:45-13:00,,,,,,,,,,,,,,,,,3.402692,3.402692,3.402692,3.402692
bikecountdata/14th,14th,extrapolated bike counter,date,13:00-13:15,,,,,,,,,,,,,,,,,3.338509,3.338509,3.338509,3.338509
bikecountdata/14th,14th,extrapolated bike counter,date,13:15-13:30,,,,,,,,,,,,,,,,,3.214286,3.214286,3.214286,3.214286
bikecountdata/14th,14th,extrapolated bike counter,date,13:30-13:45,,,,,,,,,,,,,,,,,3.211180,3.211180,3.211180,3.211180
bikecountdata/14th,14th,extrapolated bike counter,date,13:45-14:00,,,,,,,,,,,,,,,,,3.178054,3.178054,3.178054,3.178054
bikecountdata/14th,14th,extrapolated bike counter,date,14:00-14:15,,,,,,,,,,,,,,,,,3.070393,3.070393,3.070393,3.070393
bikecountdata/14th,14th,extrapolated bike counter,date,14:15-14:30,,,,,,,,,,,,,,,,,2.946170,2.946170,2.946170,2.946170
bikecountdata/14th,14th,extrapolated bike counter,date,14:30-14:45,,,,,,,,,,,,,,,,,2.870600,2.870600,2.870600,2.870600
bikecountdata/14th,14th,extrapolated bike counter,date,14:45-15:00,,,,,,,,,,,,,,,,,2.907867,2.907867,2.907867,2.907867
bikecountdata/14th,14th,extrapolated bike counter,date,15:00-15:15,,,,,,,,,,,,,,,,,2.982402,2.982402,2.982402,2.982402
bikecountdata/14th,14th,extrapolated bike counter,date,15:15-15:30,,,,,,,,,,,,,,,,,2.945135,2.945135,2.945135,2.945135
bikecountdata/14th,14th,extrapolated bike counter,date,15:30-15:45,,,,,,,,,,,,,,,,,3.053830,3.053830,3.053830,3.053830
bikecountdata/14th,14th,extrapolated bike counter,date,15:45-16:00,,,,,,,,,,,,,,,,,3.148033,3.148033,3.148033,3.148033
bikecountdata/14th,14th,extrapolated bike counter,date,16:00-16:15,,,,,,,,,,,,,,,,,3.016563,3.016563,3.016563,3.016563
bikecountdata/14th,14th,extrapolated bike counter,date,16:15-16:30,,,,,,,,,,,,,,,,,2.988613,2.988613,2.988613,2.988613
bikecountdata/14th,14th,extrapolated bike counter,date,16:30-16:45,,,,,,,,,,,,,,,,,2.997930,2.997930,2.997930,2.997930
bikecountdata/14th,14th,extrapolated bike counter,date,16:45-17:00,,,,,,,,,,,,,,,,,3.072464,3.072464,3.072464,3.072464
bikecountdata/14th,14th,extrapolated bike counter,date,17:00-17:15,,,,,,,,,,,,,,,,,3.043478,3.043478,3.043478,3.043478
bikecountdata/14th,14th,extrapolated bike counter,date,17:15-17:30,,,,,,,,,,,,,,,,,3.194617,3.194617,3.194617,3.194617
bikecountdata/14th,14th,extrapolated bike counter,date,17:30-17:45,,,,,,,,,,,,,,,,,3.138716,3.138716,3.138716,3.138716
bikecountdata/14th,14th,extrapolated bike counter,date,17:45-18:00,,,,,,,,,,,,,,,,,3.159420,3.159420,3.159420,3.159420
bikecountdata/14th,14th,extrapolated bike counter,date,18:00-18:15,,,,,,,,,,,,,,,,,2.984472,2.984472,2.984472,2.984472
bikecountdata/14th,14th,extrapolated bike counter,date,18:15-18:30,,,,,,,,,,,,,,,,,2.890269,2.890269,2.890269,2.890269
bikecountdata/14th,14th,extrapolated bike counter,date,18:30-18:45,,,,,,,,,,,,,,,,,2.580745,2.580745,2.580745,2.580745
bikecountdata/14th,14th,extrapolated bike counter,date,18:45-19:00,,,,,,,,,,,,,,,,,2.318841,2.318841,2.318841,2.318841
bikecountdata/14th,14th,extrapolated bike counter,date,19:00-19:15,,,,,,,,,,,,,,,,,2.167702,2.167702,2.167702,2.167702
bikecountdata/14th,14th,extrapolated bike counter,date,19:15-19:30,,,,,,,,,,,,,,,,,2.112836,2.112836,2.112836,2.112836
bikecountdata/14th,14th,extrapolated bike counter,date,19:30-19:45,,,,,,,,,,,,,,,,,1.887164,1.887164,1.887164,1.887164
